Company Symbol,Market Cap,Authorized Shares,Outstanding Shares,Par Value,SEC Filings,Address,Website,Phone,Email,Audited Financials,Latest Report,Fiscal Year End,Company Officers,BOARD OF DIRECTORS,Employees
ABXXF,282314463,Unlimited,33137445,1.0,,"18 King Street E Suite 902 Toronto, ON M5C 1C4 Canada",www.abaxx.tech,416-777-6772,ir@abaxx.tech,Audited,03/31/2024 Interim Financial Report,12/31,"Joshua Crumb (CEO), Jeffrey Lipton (General Counsel), Tara Hayes (IR)","Joshua Crumb, Catherine Flax, Scott Leckie, Thom McMahon, Margot Naudie",50 as of 12/31/2022
ABZPF,4912604030,,7358604000,,,Aboitiz Corporate Center Gov. Manuel A. Cuenco Avenue Cebu City 6000 Philippines,www.aboitizpower.com,(63-32) 411-1800,ap_investor@aboitiz.com,Audited,,12/31,"Enrique A. Aboitiz (President, CEO), Iker A. Aboitiz (CFO)",,
ABZPY,4661675634,,7358604000,,,Aboitiz Corporate Center Gov. Manuel A. Cuenco Avenue Cebu City 6000 Philippines,www.aboitizpower.com,(63-32) 411-1800,ap_investor@aboitiz.com,Audited,,12/31,"Enrique A. Aboitiz (President, CEO), Iker A. Aboitiz (CFO)",,
ABZT,15500,100000000,77500000,0.0001,,,,,,,03/31/2007 Quarterly Report,12/31,"Darrel Uselton (CEO, President)",Darrel Uselton,
ABZUF,,,,,,"1177 West Hastings Street Suite 2300 Vancouver, BC V6E 2K3 Canada",www.abzugold.com,+1 604-638-3288,,Audited,10/31/2012 Interim Financial Report,7/31,"Timothy McCutcheon (CEO), Paul Kilpfel (President), Allan A. Serwa (Officer), George Ross McDonald (CFO)","Gordon Neal, Mark Cruise, Jeffrey Allan Pontius",5 as of 03/10/2011
ACAGF,,,,,,,www.arcandor.com,,,Unaudited,,9/30,,,
ACAI,3300,699995009,25384201,0.005,,"Room 3005, 30/F, Block B Sunny Kechuang Center, Nanshan District Shenzhen 518000 China",shaochengtang@163.com,+86 0755-26602980,,Unaudited,05/31/2022 Quarterly Report,2/28,"Shaocheng Tang (President, CEO), Szu-Wu Yu (Treasurer, CFO, Secretary)","Mengqing Tang, Shaocheng Tang, Yulong Tang",1 as of 05/31/2022
ACAN,1148781,100000000,22897762,0.0001,03/31/2024,"1555 Blake Street Unit 502 Denver, CO 80202",www.americann.co,(303) 862-9000,info@americann.co,Audited,03/31/2024,9/30,"Benjamin J. Barton (CFO), Theresa Margaret Grossman (Office Manager)",Benjamin J. Barton,3 as of 06/30/2023
ACASF,,,157255961,,,"Kungsgatan 28 Stockholm, 111 35 Sweden",www.acast.com,,emily.villatte@acast.com,,,12/31,,,
ACAZF,224712831,,17392634,,,"365 Canada Road Edmundston, NB E3V 1W2 Canada",www.acadiantimber.com,+1 (506) 737-2345,ir@acadiantimber.com,Audited,,12/31,"Reid Carter (President, CEO), Brian Banfill (CFO), Robert Lee (IR)",,
ACBCQ,121,,606719,,,"2002 NE MLK Jr. Blvd. Portland, OR 97212",www.albinabank.com,503-287-7537,,,,,"Reporting Status (U.S. Reporting: Bank/Thrift), Audited Financials (Audited), Latest Report (Not Available), CIK (0001009908), Fiscal Year End (12/31)","Cheryl L. Cebula, Joey Ingman",Nan
ACBD,37990791,495000000,39990306,0.0001,,"PO Box 174 Marblehead, MA 01945",annabidiol.com,+1 617-517-6310,info.drsi@yahoo.com,Unaudited,03/31/2024 Quarterly Report,12/31,"David D. Peralta (Acting CEO, Administrator), Chris Kohler (CFO)",,2 as of 05/01/2024
ACBM,6304410,100000000,60042000,0.001,09/30/2023,"12175 Visionary Way Suite 1160 Fishers, IN 46038",acrobiomedicalco.com,(86) 510-8339-7559,ceo@acrobiomedicalco.com,Audited,06/30/2023,12/31,"Pao-Chi Chu (President, CEO, CFO), Shih-To Li (Advisor), Cheng-Hsiang Kao (Consultant)",Pao-Chi Chu,2 as of 08/03/2023
ACCEF,,,,,,,www.accrete-inc.com/company/en/#,,,,,,,,
ACCFF,25503849,,8558913,,,"40 Eglinton Avenue East Suite 602 Toronto, ON M4P 3A2 Canada",www.accordfinancial.com,+1 416-961-0007,,Audited,,12/31,"Matthew Helderman (Co-CEO), Simon Hitzig (Co-CEO, President), Irene Eddy (CFO, Senior VP)","David Beutel, Ken Hitzig, Burt Feinberg, Simon Hitzig, Jean Holley, Gary Prager, David Spivak, Stephen Warden",
ACCLF,,,143959191,,,25 Bazel Street Petah Tikva 4951038 Israel,accel.co.il,+972 3 373 3433,tamir@accel.co.il,,,12/31,,,
ACCMF,20704921,20000000,5703835,2.0,,Uppsala Science Park Dag Hammarskjolds vag 48 Uppsala 751 83 Sweden,www.aac-clyde.space,+46 18 560130,investor@aac-clydespace.com,Audited,03/31/2024 Quarterly Report,12/31,"Luis Miguel Cardoso Gomes (CEO), Mats Toivo Thideman (CFO, IR), Dino Lorenzini (CSO), Andrew Joseph Strain (CTO), Peter James Wesley Anderson (Chief Commercial Officer), Andrew Carrel (CBO)","Rolf Fredrik Hallencreutz, Dino Lorenzini, Per Aniansson, Per Danielsson, Will Elliott Whitehorn",180 as of 09/30/2022
ACCR,632100,500000000,451500000,0.001,,"312 N. Entrance Road Sanford, FL 32771",racksbilliards.com,+1 888-646-7665,info@rackspool.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Pedro Pablo Botta (CEO), Daniel J Sobolewski (Advisor)","Anthony Raymond DiGiacomo, Pedro Pablo Botta",50 as of 09/01/2023
ACCUF,,,,,03/31/2024,"875 Third Avenue Suite M204A New York, NY 10022",,(212) 380-8128,,Audited,03/31/2024,12/31,,,
ACCYY,11071800762,,261621001,,,"82, rue Henri Farman Issy-les-Moulineaux 92130 France",group.accor.com/en,+33 (0)1 69 36 8,,Audited,,12/31,"Denis Hennequin (CEO), Sophie Stabile (CFO)",Denis Hennequin,
ACDSF,3513998,,1873133,,,61 Science Park Road #01-03 CINTECH II 117525 Singapore,www.a-reit.com,65-6774-1033,,Audited,,3/31,"Tan Ser Ping (CEO, Executive Director), Sabrina Tay (IR Manager, Manager, Corporate Communications)","David Wong Cheong Fook, Chong Ching",
ACDVF,4606635127,Unlimited,358493006,1.0,,"7373 Cote-Vertu Boulevard West Saint-Laurent, QC H4S 1Z3 Canada",www.aircanada.com,+1 514-422-5000,investors.investisseurs@aircanada.ca,Audited,03/31/2024 Quarterly Report,12/31,"Michael Rousseau (President, CEO), Craig Landry (EVP, Ops.), Marc Barbeau (EVP, CLO , Corporate Secretary), Arielle Meloul-Wechsler (EVP, Chief Human Resources Officer), Mark Galardo (EVP), Mark Nasr (EVP), John Di Bert (EVP), Murray Strom (Senior VP), Kevin Patrick Cornelius O'Connor (Senior VP), David Perez (General Counsel)","Vagn Sorensen, Amee Chande, Christie J.B. Clark, Gary Doer, Rob Fyfe, Michael M. Green, Jean Marc Huot, Claudette Marie McGowan, Madeleine Paquin, Michael Rousseau, Kathleen P. Taylor, Annette Verschuren, Michael M. Wilson","37,500 as of 12/31/2023"
ACDXF,5797101,Unlimited,92902254,,,"710-1030 West Georgia St Vancouver, BC V6E 2Y3 Canada",american-copper.com,+1 778 372-9888,invest@american-copper.com,Audited,12/31/2023 Annual Report,12/31,"Daniel Schieber (CEO), Blaine Young Bailey (CFO, Corporate Secretary), Rachel Jones (Other), Priscilla Ikani (Other)","Rick Van Nieuwenhuyse, Curtis Freeman, Thomas Frederick Peregoodoff, Stuart Rowland Ross, Daniel Schieber",0 as of 11/07/2022
ACEEU,,,,,,,,,,,,,,,
ACEHF,,,,,,,,,,,,,,,
ACEIY,,,,,,"9F, 88 Hsin Tai Wu Rd. Section 1 Hsichih 221 Taiwan",www.acer.com,+886 2 696 1234,,,,,"Stan Shih (CEO), J. T. Wang (President)",,
ACEJF,3230728186,,212547907,,,Piazzale Ostiense 2 Rome 00154 Italy,www.gruppo.acea.it/en,+39 06 57991,investor.relations@aceaspa.it,,,12/31,,,
ACEND,,,439200000,,,"2nd Floor, 81-87 High Holborn London, ENG WC1V 6DF United Kingdom",www.ascential.com/investors,+44 (0)203 657 8950,investor.relations@Ascential.com,Audited,,12/31,,,
ACEYY,,,,,,"9F, 88 Hsin Tai Wu Rd. Section 1 Hsichih 221 Taiwan",www.acer.com,+886 2 696 1234,,,,,"Stan Shih (CEO), J. T. Wang (President)",,
ACFL,39290,25000000,3929002,0.01,,"3250 Briar Park Suite 400 Houston, TX 77042",,713-458-6650,,,09/30/2000,,"D. Richard Thompson (President, CEO), Michael A. Kennemer (CFO)",,
ACFN,26114236,42000000,2487307,0.01,03/31/2024,"1000 N West St. Suite 1200 Wilmington, DE 19801",www.acornenergy.com,770-209-0012,acorn@acornenergy.com,Audited,03/31/2024,12/31,"Jan Loeb (President, CEO), Tracy Clifford (CFO), Sheldon Krause (Outside Counsel), David C. Collins (IR), William Jones (IR), Ted Chastain (Legal Counsel)","Jan Loeb, Gary Mohr, Michael Osterer, Peter Rabover, Samuel M. Zentman",25 as of 12/31/2023
ACGAF,,,,,,,www.acgcorp.co,,,,,,,,
ACGBF,146992860000,,349983000000,,,"No.69,Jianguomen Nei Avenue Beijing 100005 China",www.abchina.com,86-10-85109619,ir@abchina.com,Audited,,12/31,"Zhang Yun (President), Li Zhenjiang (Secretary), Yang Kun (Vice President)","Xiang Junbo, Zhang Yun",
ACGBY,142513077600,,349983000000,,,"No.69,Jianguomen Nei Avenue Beijing 100005 China",www.abchina.com,86-10-85109619,ir@abchina.com,Audited,,12/31,"Zhang Yun (President), Li Zhenjiang (Secretary), Yang Kun (Vice President)","Xiang Junbo, Zhang Yun",
ACGI,104773,,1047725428,0.001,,"Maitland Promenade 1 485 North Keller Road Maitland, FL 32751",www.amacoregroup.com,407-805-8900,,,06/30/2010,12/31,"Jay Shafer (CEO), James A. Koenig (CFO, Secretary)",,
ACGJ,32376,500000000,323758655,0.001,,"16 North Water St. #106 Greenwich, CT 06830",www.aci-corp.net,203-987-5356,,,03/31/2007 Quarterly Report,9/30,"Michael Howarth (CEO), Scott Frickman (President)",,
ACGX,889951,8000000,4454211,0.0001,,"7366 N. Lincoln Ave Ste 105 Lincolnwood, IL 60712",www.ACGX.us,+1 312-498-9769,paul@acgemail.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Paul David Sorkin (CEO, Assistant Corporate Secretary), Kyle Badgley (Acting CFO)",Paul David Sorkin,3 as of 02/15/2024
ACGYF,5356132164,450000000,297562898,2.0,,"200 Hammersmith Road London, ENG W6 7DL United Kingdom",www.subsea7.com,+ 44 20 8210 5500,ir@subsea7.com,Audited,11/30/2010,12/31,"Jean Cahuzac (CEO), Ricardo Rosa (CFO)",,
ACHFF,78855532,Unlimited,63850633,,,"545 King Street West P.O. Box 305 Toronto, ON M5V 1M1 Canada",www.archbiopartners.com,+1 647 428 7031,info@archbiopartners.com,Audited,03/31/2024 Quarterly Report,9/30,"Richard Gabriel Muruve (CEO), Andrew Bishop (CFO), Dr. Daniel Muruve (CSO)","Claude Allary, Andrew Bishop, Richard Gabriel Muruve, Richard Lawrence Rossman",6 as of 06/30/2021
ACHKF,344900,211663609,132653911,0.01,,Tessinerplatz 7 Zurich 8002 Switzerland,www.achiko.com,+44 78 715 60 66,ir@achiko.com,Audited,06/30/2022 Interim Financial Report,12/31,"Steven Goh (CEO), Adam OKeeffe (Acting CFO), David Hodge (Chief Development Officer), Jody M Janson (Consultant), Ann Chow (Executive Assistant)","Allen Wu, Steven Goh",8 as of 05/16/2022
ACIBF,,,,,,,,,,,,,,,
ACIRF,,,,,,,,,,,,,,,
ACITF,,,,,,"Room 2510, 25/F, Arion Commercial Centre, Sheung Wan, HK China",,,,,,6/30,,,
ACIXF,22115664,737188816,737188816,,,Hyllie Boulevard 34 SE- 215 32 Malmo 21532 Sweden,www.acarix.com,+46 705 118 333,info@acarix.com,Audited,12/31/2023 Annual Report,12/31,"Aamir Mahmood (CEO), Christian Lindholm (CFO)","Philip Siberg, Tony Das, Marlou Janssen-Counotte, Kenneth Nelson",12 as of 03/22/2024
ACJJF,394281901,,159628300,,,2-1-1 Marunouchi Chiyoda-ku Tokyo 100-8307 Japan,www.acom.co.jp,+81 3 5533-0811,ir@acom.co.jp,,,3/31,"Shigeyoshi Kinoshita (President, CEO)",,"2,774 as of 03/31/2008"
ACKAF,,,,,,Arcelik A.S. Karaagac Caddesi 2-6 Sutluce Beyoglu 34445 Turkey,www.arcelik.com.tr,+90 0212 314 34 34,,Audited,,12/31,Mustafa T Tatar (Finance Director),,"22,000 as of 12/31/2011"
ACKAY,3165110889,,675728200,,,Arcelik A.S. Karaagac Caddesi 2-6 Sutluce Beyoglu 34445 Turkey,www.arcelik.com.tr,+90 0212 314 34 34,,Audited,,12/31,Mustafa T Tatar (Finance Director),,"22,000 as of 12/31/2011"
ACKDF,,,,,,Auckland Airport PO Box 73020 Manukau 2150 New Zealand,www.aucklandairport.co.nz,0800-247-767,,Audited,,9/30,"Simon Moutter (CEO), Simon Robertson (CFO), Charles Spillane (Gen. Manager, Corporate Controller), Julia Belk (IR)",,
ACKRF,54736191,Unlimited,449025355,,,"PO Box 70 Cardston, AB T0K 0K0 Canada",www.americancreek.com,+1 4037524040,info@americancreek.com,Audited,03/31/2024 Quarterly Report,12/31,"Darren A. Blaney (CEO), Robert A. Edwards (CFO), Travis Steinke (Consultant)","Darren A. Blaney, Dennis Edwards, Tobin Wood",0 as of 03/30/2022
ACLEW,,,,,,"360 Kingsley Park Drive Suite 250 Fort Mill, SC 29715",alternusce.com,(803) 280-1468,ir@alternusenergy.com,Audited,03/31/2024,12/31,,,
ACLHF,3725703,Unlimited,75972727,,,"318 - 1199 W Pender St Vancouver, BC V6E 2R1 Canada",www.acmelithium.com,+1 604-564-9045,info@acmelithium.com,Audited,03/31/2024 Quarterly Report,9/30,"Stephen G. Hanson (CEO), Zahara Kanji-Aquino (CFO, Corporate Secretary)","Stephen G. Hanson, Vivian A Katsuris, Ioannis Tsitos",0 as of 04/06/2024
ACLIF,,,,,,Bruggerstrasse 71a Baden 5400 Switzerland,accelleron-industries.com,,investors@accelleron-industries.com,Audited,,12/31,,,
ACLLF,2902256228,,99733891,,,"4th Floor, West Building, 5302 Forand Street SW Calgary, AB T3E 8B4 Canada",www.atco.ca,403-292-7500,,Audited,,12/31,"Nancy C. Southern (President, CEO), Brian R. Bale (CFO), Dale R. Cawsey (Secretary)",,
ACLLY,,,,,,Bruggerstrasse 71a Baden 5400 Switzerland,accelleron-industries.com,,investors@accelleron-industries.com,Audited,,12/31,,,
ACLTF,402444086,,12424987,,,"4th Floor, West Building, 5302 Forand Street SW Calgary, AB T3E 8B4 Canada",www.atco.ca,403-292-7500,,Audited,,12/31,"Nancy C. Southern (President, CEO), Brian R. Bale (CFO), Dale R. Cawsey (Secretary)",,
ACMB,663479,200000000,55754544,0.001,,"318 Avenue I Suite 852 Redondo Beach, CA 90277",acmbinc.com,+1 702-690-9614,iamscottbenson@gmail.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Scott Benson (CEO), Ted Hicks (COO), David Duarte (Consultant)",,2 as of 07/01/2022
ACMDY,140138168,,2076121000,,,2nd Fl. PDP Annex Bldg. 15th Fl. No. 2 Pioneer St. Metro Manila Philippines,www.atlasphilippines.com,632-631-8351,info@atlasphilippines.com,Audited,,12/31,"Rogelio A. Salazar (President, CEO), Benjamin A. Abela (Secretary)",,
ACMLF,,,,,,Belpstrasse 37 Bern 3000 Switzerland,www.ascom.ch,4131-999-1111,,,,,,,
ACMMY,,,1566614168,,,,www.acom.co.jp/corp/english,,,,,3/31,,,
ACMNF,10986460,,1098646000,,,"Level 3, 97 Jermyn Street London SW1Y 6JE United Kingdom",www.arcminerals.com/home/default.aspx,+44 20 7917 2942,info@arcminerals.com,,,12/31,,,
ACMT,11356065,13500000,336476,,,"30 South Road Farmington, CT 06032",www.acmatcorp.com,+1 860-415-8400,nozkojr@acmatcorp.com,Audited,03/31/2024 Quarterly Report,12/31,"Henry W. Nozko Jr (President, CEO), Henry Nozko III (Secretary, Vice President, COO), Brian P Marshall, CPA (VP, Fin., CFO), Gary M Case, Esq. (Vice President, General Counsel), Christopher Palmero (Assistant Controller)","Henry W. Nozko Jr, Henry Nozko III, Maurice Shea",6 as of 11/09/2023
ACMTA,14586604,13500000,435421,,,"30 South Road Farmington, CT 06032",www.acmatcorp.com,+1 860-415-8400,nozkojr@acmatcorp.com,Audited,03/31/2024 Quarterly Report,12/31,"Henry W. Nozko Jr (President, CEO), Henry Nozko III (Secretary, Vice President, COO), Brian P Marshall, CPA (VP, Fin., CFO), Gary M Case, Esq. (Vice President, General Counsel), Christopher Palmero (Assistant Controller)","Henry W. Nozko Jr, Henry Nozko III, Maurice Shea",6 as of 11/09/2023
ACNDF,684112500,,912150000,,,61 Science Park Road #04-01 The Galen 117525 Singapore,www.a-itrust.com,6774 1033,,Audited,,3/31,"Jonathan Yap Neng Tong (CEO), Johnnie Tng Chin Hwee (CFO), James Goh (VP, Investor Rel.)",,
ACNE,,,,0.1,,"c-o H.F. Magnuson & Company 413 Cedar St. Wallace, ID 83873-0469",,208-752-1131,,,,,,,
ACNFF,,,,,,Beursplein 37 Rotterdam 3001 DD Netherlands,,+31 10 405 11 95,,,,,,,
ACNI,439,,14623445,,,"14875 Landmark Boulevard Suite 110 Addison, TX 75254",,972-628-4080,,,06/29/2008,12/31,"Eugene Carr (CEO), David Kosofsky (CFO)",Eugene Carr,
ACNNF,3522363,Unlimited,352236328,,,"Level 5 35 Havelock Street West Perth, WA 6005 Australia",www.auscann.com.au,+61 8 63050705,info@auscann.com.au,Audited,06/30/2020 Annual Report,6/30,"Nick Woolf (CEO), Quentin Megson (IR, CFO)","Max Johnston, Bruce McHarrie, Marcel Bonn-Miller, Chris Mews, Krista Bates",20 as of 08/04/2020
ACNV,8141,100000000,81407673,,,"20511 Abbey Drive Frankfort, IL 60423",www.accelerainnovations.com,(866) 920-0758,info@accelerainnovations.com,,09/30/2017,12/31,"Geoff Thompson (Interim CEO, Interim CFO), Patrick Custardo (Chief Admin. Officer), Cynthia Boerum (Chief Strategy Officer, Interim COO)","Geoff Thompson, Cynthia Boerum",
ACOGF,84182300,Unlimited,150325536,,,"1200-750 W Pender St Vancouver, BC V6C 2T8 Canada",www.alphacognition.com,+1 858-344-4375,info@alphacognition.com,Audited,03/31/2024 Quarterly Report,12/31,"Michael McFadden (CEO), Kenneth A. Cawkell (Secretary), Donald A Kalkofen (CFO), Lauren D'Angelo (Chief Commercial Officer), Denis Kay (Chief Scientific Officer)","Leonard P. Mertz, Rajeev K. Bakshi, Kenneth A. Cawkell, John P. Havens, Phillip J. Mertz",4 as of 12/31/2023
ACOLF,1135576000,,48800000,,,"27F Shibuya Hikarie, 2-21-1 Shibuya, Tokyo 150-8510 Japan",www.adastria.co.jp,+81 3 5466 2010,,,,2/28,,,
ACOPF,3410232148,,743618000,,,PO Box 163 Shortland Street Auckland 1010 New Zealand,www.thea2milkcompany.com,+64 9 972 9802,,Audited,,6/30,"Geoffrey Babidge (CEO, Managing Director), Craig Louttit (CFO, Secretary), Susan Massasso (CMO), Andrew Clarke (CSO)",,
ACOPY,3346281000,,743618000,,,"Level 10, 51 Shortland Street Auckland 1010 New Zealand",www.thea2milkcompany.com,+64 9 972 9802,,Audited,,6/30,,,
ACORQ,341577,,1242098,,06/12/2024,"2 Blue Hill Plaza 3rd Floor Pearl River, NY 10965",www.acorda.com,914 347-4300,info@acorda.com,Audited,03/31/2024,12/31,,,
ACPIF,,,,,,,www.acenergy.com.ph,,,,,,,,
ACPS,9525387,500000000,31751291,0.001,,"4053 SW Rivers End Way Palm City, FL 34990",www.acpartnersusa.com,561-228-1043,acpartners1@aol.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Kenneth Boutilier (President, Secretary, Treasurer), Renee Boutilier (CFO)","Kenneth Boutilier, Peter Raider",9 as of 12/04/2022
ACRB,5606,100000000,56056858,0.001,,"Xi Gu Nan Street, Qing Xu County Taiyuan Shanxi Province 030407 China",www.asiacarbonindustries.com,86-351-5966868,,,06/30/2013,12/31,"Guo Yun Yao (CEO, President, Secretary), Chun De Meng (COO), Shi Lei (VP, Fin.), Wang Jianjun (Assistant Vice President), Elaine Zhao (CFO)","Guo Yun Yao, Wang Jianjun, Shi Lei, Chun De Meng",
ACRDF,12792002,Unlimited,36033809,,06/06/2024,"366 MADISON AVENUE 14TH FLOOR NEW YORK, NY 10017",www.acreageholdings.com,646-600-9181,investors@acreageholdings.com,Audited,03/31/2024,12/31,"Dennis Curran (CEO), Philip Himmelstein (Interim CFO, Principal Fin. Officer), Corey Sheahan (EVP, General Counsel), Evan Preponis (Corporate Counsel), Jonathan B. Calka (Corporate Counsel)","Dennis Curran, John Boehner, William C. Van Faasen, Corey Sheahan","1,016 as of 02/28/2023"
ACRFF,11513940254,,261621001,,,"82, rue Henri Farman Issy-les-Moulineaux 92130 France",group.accor.com/en,+33 (0)1 69 36 8,,Audited,,12/31,"Denis Hennequin (CEO), Sophie Stabile (CFO)",Denis Hennequin,
ACRG,122559460,500000000,14418760,0.001,06/03/2024,"12567 West Cedar Drive Suite 230 Lakewood, CO 80228-2039",IR@arcgincorp.com,+1 888-960-7347,,Audited,03/20/2024 8K Report,12/31,"Sharon L. Ullman (CFO), Tawana Bain (CEO), Joseph Bryan Read (President, Secretary)",Sharon L. Ullman,0 as of 11/30/2022
ACRHF,21825021,Unlimited,80833410,,06/06/2024,"366 MADISON AVENUE 14TH FLOOR NEW YORK, NY 10017",www.acreageholdings.com,646-600-9181,investors@acreageholdings.com,Audited,03/31/2024,12/31,"Dennis Curran (CEO), Philip Himmelstein (Interim CFO, Principal Fin. Officer), Corey Sheahan (EVP, General Counsel), Evan Preponis (Corporate Counsel), Jonathan B. Calka (Corporate Counsel)","Dennis Curran, John Boehner, William C. Van Faasen, Corey Sheahan","1,016 as of 02/28/2023"
ACRL,8302736,2900000000,1153157805,0.0001,,"1317 Edgewater Dr, Suite 2510 Orlando, FL 32804",www.acrlintl.com,+1 780-512-3805,ggrant@acrlintl.com,Audited,03/31/2024 Quarterly Report,12/31,"Glenn B. Grant (CEO), Greg Praver (COO), Zachary Walker (Securities Counsel), Robin Wayne Hunt (Accountant)","Glenn B. Grant, Ben Burkhardt, Brian Grant",5 as of 07/01/2022
ACRU,11366364,75000000,15784424,,,"21 Omaha Street Dumont, NJ 07628",www.phonebrasil.com,+1 (201) 387-7700,phonebrasil@phonebrasil.com,Audited,06/30/2023,9/30,"Ross DiMaggio (CEO, Treasurer, Secretary)",Ross DiMaggio,3 as of 05/08/2007
ACRXF,2820699348,,257598114,,,C Santiago de Compostela No.100 Madrid 28035 Spain,www.acerinox.com/en,+34 91 398 51 00,inversores@acerinox.com,Audited,,12/31,Bernardo Velazquez Herreros (CEO),,
ACSAF,12890458551,,283680866,,,"Avda. Pio XII, 102 Madrid 28036 Spain",www.grupoacs.com/home,+34 91 343 92 00,ir@grupoacs.com,Audited,,12/31,"Florentino Perez Rodriguez (CEO), Luis Cellier Ravina (Director, Inv. Rel.)",Florentino Perez Rodriguez,
ACSAY,,,0,,,"Avda. Pio XII, 102 Madrid 28036 Spain",www.grupoacs.com/home,+34 91 343 92 00,ir@grupoacs.com,Audited,,12/31,"Florentino Perez Rodriguez (CEO), Luis Cellier Ravina (Director, Inv. Rel.)",Florentino Perez Rodriguez,
ACSYF,144739719,,190446999,,,Brettenham House 19 Lancaster Place London WC2E 7EN United Kingdom,www.accsysplc.com,+44 (0)20 7421 4300,ir@accsysplc.com,,,3/31,,,
ACTHF,66488090,Unlimited,70716965,,,"542 Newbold Street London, ON N6E 2S5 Canada",www.adurocleantech.com,+1 5146165356,mbeshay@adurocleantech.com,Audited,02/29/2024 Quarterly Report,5/31,"Ofer Vicus (CEO), Gene Cammack (COO), Mena Beshay (CFO), William Marcus Trygstad (CTO), Eric Appelman (Chief Revenue Officer)","Marie Gronborg, Peter Kampian, Jim Scott, William Marcus Trygstad, Ofer Vicus",25 as of 04/14/2024
